,year,week,city_code,culinary_culture,orders_this_restaurant_this_week,orders_this_city_this_week
0,2016,6,BCN,Italy,1,10
1,2016,6,BCN,Thailand,1,10
2,2016,6,BCN,US,1,10
3,2016,6,BCN,other,2,10
4,2016,7,BCN,Thailand,1,18
5,2016,7,BCN,US,1,18
6,2016,7,BCN,other,8,18
7,2016,7,MAD,Japan,3,8
8,2016,7,MAD,US,1,8
9,2016,7,MAD,other,2,8
10,2016,7,VAL,other,1,1
11,2016,8,BCN,Italy,3,30
12,2016,8,BCN,Japan,2,30
13,2016,8,BCN,Thailand,1,30
14,2016,8,BCN,US,5,30
15,2016,8,BCN,other,4,30
16,2016,8,MAD,Europe,1,42
17,2016,8,MAD,Japan,4,42
18,2016,8,MAD,Mexico,1,42
19,2016,8,MAD,US,10,42
20,2016,8,MAD,other,10,42
21,2016,8,VAL,US,1,1
22,2016,9,BCN,Asia,1,30
23,2016,9,BCN,Italy,1,30
24,2016,9,BCN,Japan,3,30
25,2016,9,BCN,US,7,30
26,2016,9,BCN,other,6,30
27,2016,9,MAD,Japan,5,43
28,2016,9,MAD,US,10,43
29,2016,9,MAD,other,14,43
30,2016,9,VAL,Japan,1,6
31,2016,9,VAL,US,3,6
32,2016,9,VAL,other,2,6
33,2016,10,BCN,Asia,2,146
34,2016,10,BCN,China,1,146
35,2016,10,BCN,Italy,5,146
36,2016,10,BCN,Japan,15,146
37,2016,10,BCN,Mexico,1,146
38,2016,10,BCN,Thailand,7,146
39,2016,10,BCN,US,48,146
40,2016,10,BCN,other,18,146
41,2016,10,MAD,Asia,1,140
42,2016,10,MAD,Europe,1,140
43,2016,10,MAD,Italy,1,140
44,2016,10,MAD,Japan,14,140
45,2016,10,MAD,Mexico,2,140
46,2016,10,MAD,US,52,140
47,2016,10,MAD,other,47,140
48,2016,10,VAL,Asia,1,29
49,2016,10,VAL,Italy,1,29
50,2016,10,VAL,US,14,29
51,2016,10,VAL,other,8,29
52,2016,11,BCN,Asia,6,195
53,2016,11,BCN,Europe,7,195
54,2016,11,BCN,Italy,17,195
55,2016,11,BCN,Japan,21,195
56,2016,11,BCN,Mexico,6,195
57,2016,11,BCN,Thailand,5,195
58,2016,11,BCN,US,53,195
59,2016,11,BCN,other,25,195
60,2016,11,MAD,Asia,3,229
61,2016,11,MAD,Europe,10,229
62,2016,11,MAD,Italy,6,229
63,2016,11,MAD,Japan,18,229
64,2016,11,MAD,Mexico,7,229
65,2016,11,MAD,Thailand,3,229
66,2016,11,MAD,US,59,229
67,2016,11,MAD,other,62,229
68,2016,11,VAL,Asia,1,25
69,2016,11,VAL,Europe,2,25
70,2016,11,VAL,Italy,1,25
71,2016,11,VAL,US,10,25
72,2016,11,VAL,other,7,25
73,2016,12,BCN,Asia,2,206
74,2016,12,BCN,China,1,206
75,2016,12,BCN,Europe,4,206
76,2016,12,BCN,Italy,13,206
77,2016,12,BCN,Japan,19,206
78,2016,12,BCN,Latin America,2,206
79,2016,12,BCN,Mexico,9,206
80,2016,12,BCN,Thailand,9,206
81,2016,12,BCN,US,73,206
82,2016,12,BCN,other,29,206
83,2016,12,MAD,Asia,2,183
84,2016,12,MAD,Europe,7,183
85,2016,12,MAD,Italy,5,183
86,2016,12,MAD,Japan,6,183
87,2016,12,MAD,Mexico,5,183
88,2016,12,MAD,US,36,183
89,2016,12,MAD,other,78,183
90,2016,12,VAL,Asia,1,28
91,2016,12,VAL,Japan,1,28
92,2016,12,VAL,US,11,28
93,2016,12,VAL,other,11,28
94,2016,13,BCN,Asia,2,358
95,2016,13,BCN,China,3,358
96,2016,13,BCN,Europe,7,358
97,2016,13,BCN,Italy,30,358
98,2016,13,BCN,Japan,87,358
99,2016,13,BCN,Latin America,3,358
100,2016,13,BCN,Mexico,5,358
101,2016,13,BCN,Thailand,12,358
102,2016,13,BCN,US,69,358
103,2016,13,BCN,other,34,358
104,2016,13,MAD,Asia,4,329
105,2016,13,MAD,Europe,19,329
106,2016,13,MAD,Italy,14,329
107,2016,13,MAD,Japan,24,329
108,2016,13,MAD,Mexico,5,329
109,2016,13,MAD,Thailand,4,329
110,2016,13,MAD,US,73,329
111,2016,13,MAD,other,103,329
112,2016,13,VAL,Europe,1,36
113,2016,13,VAL,Japan,2,36
114,2016,13,VAL,Mexico,1,36
115,2016,13,VAL,US,25,36
116,2016,13,VAL,other,3,36
117,2016,14,BCN,Asia,4,330
118,2016,14,BCN,Europe,2,330
119,2016,14,BCN,Italy,27,330
120,2016,14,BCN,Japan,53,330
121,2016,14,BCN,Latin America,2,330
122,2016,14,BCN,Mexico,17,330
123,2016,14,BCN,Thailand,43,330
124,2016,14,BCN,US,97,330
125,2016,14,BCN,other,32,330
126,2016,14,MAD,Asia,5,385
127,2016,14,MAD,Europe,14,385
128,2016,14,MAD,Italy,12,385
129,2016,14,MAD,Japan,35,385
130,2016,14,MAD,Mexico,17,385
131,2016,14,MAD,Thailand,4,385
132,2016,14,MAD,US,94,385
133,2016,14,MAD,other,142,385
134,2016,14,VAL,Asia,4,51
135,2016,14,VAL,Europe,1,51
136,2016,14,VAL,Italy,1,51
137,2016,14,VAL,Japan,3,51
138,2016,14,VAL,Mexico,1,51
139,2016,14,VAL,US,29,51
140,2016,14,VAL,other,3,51
141,2016,15,BCN,Asia,3,369
142,2016,15,BCN,Europe,3,369
143,2016,15,BCN,Italy,17,369
144,2016,15,BCN,Japan,45,369
145,2016,15,BCN,Latin America,2,369
146,2016,15,BCN,Mexico,36,369
147,2016,15,BCN,Thailand,16,369
148,2016,15,BCN,US,121,369
149,2016,15,BCN,other,39,369
150,2016,15,MAD,Asia,7,491
151,2016,15,MAD,Europe,22,491
152,2016,15,MAD,Italy,20,491
153,2016,15,MAD,Japan,41,491
154,2016,15,MAD,Mexico,78,491
155,2016,15,MAD,Thailand,7,491
156,2016,15,MAD,US,96,491
157,2016,15,MAD,other,153,491
158,2016,15,VAL,Asia,3,64
159,2016,15,VAL,Europe,2,64
160,2016,15,VAL,Italy,2,64
161,2016,15,VAL,Japan,4,64
162,2016,15,VAL,Mexico,1,64
163,2016,15,VAL,US,28,64
164,2016,15,VAL,other,9,64
165,2016,16,BCN,Asia,11,494
166,2016,16,BCN,Europe,4,494
167,2016,16,BCN,Italy,20,494
168,2016,16,BCN,Japan,63,494
169,2016,16,BCN,Latin America,6,494
170,2016,16,BCN,Mexico,34,494
171,2016,16,BCN,Thailand,21,494
172,2016,16,BCN,US,112,494
173,2016,16,BCN,other,42,494
174,2016,16,MAD,Asia,7,522
175,2016,16,MAD,Europe,30,522
176,2016,16,MAD,Italy,33,522
177,2016,16,MAD,Japan,40,522
178,2016,16,MAD,Mexico,59,522
179,2016,16,MAD,Thailand,4,522
180,2016,16,MAD,US,108,522
181,2016,16,MAD,other,156,522
182,2016,16,VAL,Asia,6,64
183,2016,16,VAL,Europe,6,64
184,2016,16,VAL,Italy,1,64
185,2016,16,VAL,Japan,2,64
186,2016,16,VAL,Mexico,1,64
187,2016,16,VAL,US,30,64
188,2016,16,VAL,other,9,64
189,2016,17,BCN,Asia,8,462
190,2016,17,BCN,Europe,4,462
191,2016,17,BCN,Italy,14,462
192,2016,17,BCN,Japan,55,462
193,2016,17,BCN,Latin America,7,462
194,2016,17,BCN,Mexico,36,462
195,2016,17,BCN,Thailand,17,462
196,2016,17,BCN,US,133,462
197,2016,17,BCN,other,61,462
198,2016,17,MAD,Asia,9,699
199,2016,17,MAD,Europe,20,699
200,2016,17,MAD,Italy,21,699
201,2016,17,MAD,Japan,50,699
202,2016,17,MAD,Mexico,41,699
203,2016,17,MAD,Thailand,5,699
204,2016,17,MAD,US,118,699
205,2016,17,MAD,other,161,699
206,2016,17,VAL,Asia,1,103
207,2016,17,VAL,Europe,4,103
208,2016,17,VAL,Italy,2,103
209,2016,17,VAL,Japan,4,103
210,2016,17,VAL,Mexico,6,103
211,2016,17,VAL,US,42,103
212,2016,17,VAL,other,14,103
213,2016,18,BCN,Asia,10,501
214,2016,18,BCN,Europe,3,501
215,2016,18,BCN,Italy,22,501
216,2016,18,BCN,Japan,63,501
217,2016,18,BCN,Latin America,7,501
218,2016,18,BCN,Mexico,37,501
219,2016,18,BCN,Thailand,29,501
220,2016,18,BCN,US,128,501
221,2016,18,BCN,other,57,501
222,2016,18,MAD,Asia,14,591
223,2016,18,MAD,Europe,22,591
224,2016,18,MAD,Italy,19,591
225,2016,18,MAD,Japan,42,591
226,2016,18,MAD,Mexico,7,591
227,2016,18,MAD,Thailand,4,591
228,2016,18,MAD,US,153,591
229,2016,18,MAD,other,180,591
230,2016,18,VAL,Asia,3,99
231,2016,18,VAL,Europe,9,99
232,2016,18,VAL,Japan,6,99
233,2016,18,VAL,Mexico,5,99
234,2016,18,VAL,US,52,99
235,2016,18,VAL,other,10,99
236,2016,19,BCN,Asia,2,474
237,2016,19,BCN,Europe,2,474
238,2016,19,BCN,Italy,44,474
239,2016,19,BCN,Japan,78,474
240,2016,19,BCN,Latin America,4,474
241,2016,19,BCN,Mexico,34,474
242,2016,19,BCN,Thailand,19,474
243,2016,19,BCN,US,125,474
244,2016,19,BCN,other,70,474
245,2016,19,MAD,Asia,13,448
246,2016,19,MAD,Europe,18,448
247,2016,19,MAD,Italy,24,448
248,2016,19,MAD,Japan,52,448
249,2016,19,MAD,Mexico,7,448
250,2016,19,MAD,Thailand,1,448
251,2016,19,MAD,US,108,448
252,2016,19,MAD,other,142,448
253,2016,19,VAL,Asia,3,101
254,2016,19,VAL,Europe,14,101
255,2016,19,VAL,Italy,1,101
256,2016,19,VAL,Japan,4,101
257,2016,19,VAL,Mexico,5,101
258,2016,19,VAL,US,42,101
259,2016,19,VAL,other,17,101
260,2016,20,BCN,Asia,9,532
261,2016,20,BCN,Europe,1,532
262,2016,20,BCN,Italy,22,532
263,2016,20,BCN,Japan,76,532
264,2016,20,BCN,Latin America,7,532
265,2016,20,BCN,Mexico,41,532
266,2016,20,BCN,Spain,2,532
267,2016,20,BCN,Thailand,17,532
268,2016,20,BCN,US,139,532
269,2016,20,BCN,other,59,532
270,2016,20,MAD,Asia,8,475
271,2016,20,MAD,Europe,28,475
272,2016,20,MAD,Italy,26,475
273,2016,20,MAD,Japan,59,475
274,2016,20,MAD,Mexico,2,475
275,2016,20,MAD,Thailand,11,475
276,2016,20,MAD,Turkey,14,475
277,2016,20,MAD,US,141,475
278,2016,20,MAD,other,112,475
279,2016,20,VAL,Asia,3,108
280,2016,20,VAL,Europe,17,108
281,2016,20,VAL,Italy,4,108
282,2016,20,VAL,Japan,7,108
283,2016,20,VAL,Mexico,6,108
284,2016,20,VAL,US,32,108
285,2016,20,VAL,other,11,108
286,2016,21,BCN,Asia,5,547
287,2016,21,BCN,Europe,2,547
288,2016,21,BCN,Italy,24,547
289,2016,21,BCN,Japan,92,547
290,2016,21,BCN,Latin America,8,547
291,2016,21,BCN,Mexico,19,547
292,2016,21,BCN,Spain,2,547
293,2016,21,BCN,Thailand,67,547
294,2016,21,BCN,US,120,547
295,2016,21,BCN,other,75,547
296,2016,21,MAD,Asia,7,473
297,2016,21,MAD,Europe,23,473
298,2016,21,MAD,Italy,38,473
299,2016,21,MAD,Japan,55,473
300,2016,21,MAD,Mexico,14,473
301,2016,21,MAD,Thailand,9,473
302,2016,21,MAD,Turkey,4,473
303,2016,21,MAD,US,149,473
304,2016,21,MAD,other,96,473
305,2016,21,VAL,Asia,7,101
306,2016,21,VAL,Europe,14,101
307,2016,21,VAL,Italy,6,101
308,2016,21,VAL,Japan,5,101
309,2016,21,VAL,Mexico,4,101
310,2016,21,VAL,US,36,101
311,2016,21,VAL,other,9,101
312,2016,22,BCN,Asia,3,545
313,2016,22,BCN,Europe,2,545
314,2016,22,BCN,Italy,29,545
315,2016,22,BCN,Japan,92,545
316,2016,22,BCN,Latin America,6,545
317,2016,22,BCN,Mexico,39,545
318,2016,22,BCN,Spain,4,545
319,2016,22,BCN,Thailand,46,545
320,2016,22,BCN,US,113,545
321,2016,22,BCN,other,119,545
322,2016,22,MAD,Asia,8,411
323,2016,22,MAD,Europe,25,411
324,2016,22,MAD,Italy,37,411
325,2016,22,MAD,Japan,57,411
326,2016,22,MAD,Mexico,9,411
327,2016,22,MAD,Thailand,5,411
328,2016,22,MAD,US,97,411
329,2016,22,MAD,other,96,411
330,2016,22,VAL,Asia,6,91
331,2016,22,VAL,Europe,15,91
332,2016,22,VAL,Italy,5,91
333,2016,22,VAL,Japan,3,91
334,2016,22,VAL,Mexico,4,91
335,2016,22,VAL,Middle East,2,91
336,2016,22,VAL,US,34,91
337,2016,22,VAL,other,12,91
338,2016,23,BCN,Asia,8,610
339,2016,23,BCN,Europe,5,610
340,2016,23,BCN,Italy,23,610
341,2016,23,BCN,Japan,98,610
342,2016,23,BCN,Latin America,13,610
343,2016,23,BCN,Mexico,74,610
344,2016,23,BCN,Spain,3,610
345,2016,23,BCN,Thailand,40,610
346,2016,23,BCN,US,148,610
347,2016,23,BCN,other,83,610
348,2016,23,MAD,Europe,9,403
349,2016,23,MAD,India,2,403
350,2016,23,MAD,Italy,40,403
351,2016,23,MAD,Japan,45,403
352,2016,23,MAD,Mexico,10,403
353,2016,23,MAD,US,124,403
354,2016,23,MAD,other,126,403
355,2016,23,VAL,Asia,4,101
356,2016,23,VAL,Europe,16,101
357,2016,23,VAL,Italy,1,101
358,2016,23,VAL,Japan,7,101
359,2016,23,VAL,Mexico,7,101
360,2016,23,VAL,Middle East,1,101
361,2016,23,VAL,US,43,101
362,2016,23,VAL,other,12,101
363,2016,24,BCN,Asia,13,585
364,2016,24,BCN,Europe,4,585
365,2016,24,BCN,Italy,31,585
366,2016,24,BCN,Japan,82,585
367,2016,24,BCN,Latin America,8,585
368,2016,24,BCN,Mexico,54,585
369,2016,24,BCN,Spain,2,585
370,2016,24,BCN,Thailand,41,585
371,2016,24,BCN,US,151,585
372,2016,24,BCN,other,81,585
373,2016,24,MAD,Asia,1,518
374,2016,24,MAD,Europe,10,518
375,2016,24,MAD,India,1,518
376,2016,24,MAD,Italy,45,518
377,2016,24,MAD,Japan,83,518
378,2016,24,MAD,Mexico,10,518
379,2016,24,MAD,Turkey,12,518
380,2016,24,MAD,US,168,518
381,2016,24,MAD,other,114,518
382,2016,24,VAL,Asia,2,91
383,2016,24,VAL,Europe,12,91
384,2016,24,VAL,Mexico,9,91
385,2016,24,VAL,US,41,91
386,2016,24,VAL,other,18,91
387,2016,25,BCN,Europe,3,556
388,2016,25,BCN,Italy,29,556
389,2016,25,BCN,Japan,67,556
390,2016,25,BCN,Latin America,7,556
391,2016,25,BCN,Mexico,27,556
392,2016,25,BCN,Thailand,38,556
393,2016,25,BCN,US,178,556
394,2016,25,BCN,other,80,556
395,2016,25,MAD,Asia,4,538
396,2016,25,MAD,Europe,7,538
397,2016,25,MAD,India,2,538
398,2016,25,MAD,Italy,55,538
399,2016,25,MAD,Japan,66,538
400,2016,25,MAD,Mexico,7,538
401,2016,25,MAD,US,162,538
402,2016,25,MAD,other,155,538
403,2016,25,VAL,Asia,12,109
404,2016,25,VAL,Europe,11,109
405,2016,25,VAL,Japan,6,109
406,2016,25,VAL,Latin America,2,109
407,2016,25,VAL,Mexico,5,109
408,2016,25,VAL,Middle East,1,109
409,2016,25,VAL,US,35,109
410,2016,25,VAL,other,20,109
411,2016,26,BCN,Europe,7,614
412,2016,26,BCN,Italy,34,614
413,2016,26,BCN,Japan,94,614
414,2016,26,BCN,Latin America,9,614
415,2016,26,BCN,Mexico,50,614
416,2016,26,BCN,Thailand,37,614
417,2016,26,BCN,US,153,614
418,2016,26,BCN,other,113,614
419,2016,26,MAD,Asia,6,482
420,2016,26,MAD,Europe,8,482
421,2016,26,MAD,India,2,482
422,2016,26,MAD,Italy,44,482
423,2016,26,MAD,Japan,64,482
424,2016,26,MAD,Mexico,8,482
425,2016,26,MAD,US,149,482
426,2016,26,MAD,other,128,482
427,2016,26,VAL,Asia,7,108
428,2016,26,VAL,Europe,10,108
429,2016,26,VAL,Italy,4,108
430,2016,26,VAL,Japan,3,108
431,2016,26,VAL,Latin America,1,108
432,2016,26,VAL,Mexico,8,108
433,2016,26,VAL,Middle East,2,108
434,2016,26,VAL,US,39,108
435,2016,26,VAL,other,19,108
436,2016,27,BCN,Europe,23,565
437,2016,27,BCN,Italy,27,565
438,2016,27,BCN,Japan,89,565
439,2016,27,BCN,Latin America,5,565
440,2016,27,BCN,Mexico,52,565
441,2016,27,BCN,Thailand,23,565
442,2016,27,BCN,US,125,565
443,2016,27,BCN,other,104,565
444,2016,27,MAD,Asia,6,452
445,2016,27,MAD,Europe,15,452
446,2016,27,MAD,India,1,452
447,2016,27,MAD,Italy,42,452
448,2016,27,MAD,Japan,46,452
449,2016,27,MAD,Mexico,1,452
450,2016,27,MAD,US,132,452
451,2016,27,MAD,other,165,452
452,2016,27,VAL,Asia,7,126
453,2016,27,VAL,Europe,10,126
454,2016,27,VAL,Italy,3,126
455,2016,27,VAL,Japan,7,126
456,2016,27,VAL,Latin America,1,126
457,2016,27,VAL,Mexico,5,126
458,2016,27,VAL,US,51,126
459,2016,27,VAL,other,25,126
460,2016,28,BCN,Europe,24,762
461,2016,28,BCN,Italy,35,762
462,2016,28,BCN,Japan,90,762
463,2016,28,BCN,Latin America,13,762
464,2016,28,BCN,Mexico,77,762
465,2016,28,BCN,Thailand,38,762
466,2016,28,BCN,US,175,762
467,2016,28,BCN,other,101,762
468,2016,28,MAD,Asia,7,568
469,2016,28,MAD,Europe,21,568
470,2016,28,MAD,India,1,568
471,2016,28,MAD,Italy,44,568
472,2016,28,MAD,Japan,44,568
473,2016,28,MAD,Mexico,29,568
474,2016,28,MAD,Turkey,1,568
475,2016,28,MAD,US,141,568
476,2016,28,MAD,other,199,568
477,2016,28,VAL,Asia,4,123
478,2016,28,VAL,Europe,11,123
479,2016,28,VAL,Italy,3,123
480,2016,28,VAL,Japan,2,123
481,2016,28,VAL,Mexico,10,123
482,2016,28,VAL,Middle East,1,123
483,2016,28,VAL,US,46,123
484,2016,28,VAL,other,22,123
485,2016,29,BCN,Europe,21,769
486,2016,29,BCN,Italy,43,769
487,2016,29,BCN,Japan,105,769
488,2016,29,BCN,Latin America,7,769
489,2016,29,BCN,Mexico,56,769
490,2016,29,BCN,Thailand,34,769
491,2016,29,BCN,US,236,769
492,2016,29,BCN,other,123,769
493,2016,29,MAD,Asia,4,502
494,2016,29,MAD,Europe,30,502
495,2016,29,MAD,India,4,502
496,2016,29,MAD,Italy,36,502
497,2016,29,MAD,Japan,46,502
498,2016,29,MAD,Mexico,81,502
499,2016,29,MAD,US,120,502
500,2016,29,MAD,other,140,502
501,2016,29,VAL,Asia,4,120
502,2016,29,VAL,Europe,14,120
503,2016,29,VAL,Italy,3,120
504,2016,29,VAL,Japan,3,120
505,2016,29,VAL,Mexico,11,120
506,2016,29,VAL,Middle East,2,120
507,2016,29,VAL,US,42,120
508,2016,29,VAL,other,26,120
509,2016,30,BCN,Europe,13,780
510,2016,30,BCN,Italy,27,780
511,2016,30,BCN,Japan,111,780
512,2016,30,BCN,Latin America,16,780
513,2016,30,BCN,Mexico,78,780
514,2016,30,BCN,Thailand,48,780
515,2016,30,BCN,US,213,780
516,2016,30,BCN,other,116,780
517,2016,30,MAD,Asia,6,505
518,2016,30,MAD,Europe,23,505
519,2016,30,MAD,India,1,505
520,2016,30,MAD,Italy,58,505
521,2016,30,MAD,Japan,51,505
522,2016,30,MAD,Mexico,38,505
523,2016,30,MAD,US,128,505
524,2016,30,MAD,other,160,505
525,2016,30,VAL,Asia,7,115
526,2016,30,VAL,Europe,15,115
527,2016,30,VAL,Italy,8,115
528,2016,30,VAL,Japan,8,115
529,2016,30,VAL,Latin America,1,115
530,2016,30,VAL,Mexico,3,115
531,2016,30,VAL,US,34,115
532,2016,30,VAL,other,26,115
533,2016,31,BCN,Europe,22,799
534,2016,31,BCN,Italy,42,799
535,2016,31,BCN,Japan,82,799
536,2016,31,BCN,Latin America,13,799
537,2016,31,BCN,Mexico,58,799
538,2016,31,BCN,Thailand,34,799
539,2016,31,BCN,US,257,799
540,2016,31,BCN,other,132,799
541,2016,31,MAD,Asia,7,458
542,2016,31,MAD,Europe,15,458
543,2016,31,MAD,India,1,458
544,2016,31,MAD,Italy,36,458
545,2016,31,MAD,Japan,51,458
546,2016,31,MAD,Mexico,38,458
547,2016,31,MAD,US,108,458
548,2016,31,MAD,other,138,458
549,2016,31,VAL,Asia,6,100
550,2016,31,VAL,Europe,18,100
551,2016,31,VAL,Italy,7,100
552,2016,31,VAL,Latin America,1,100
553,2016,31,VAL,Mexico,7,100
554,2016,31,VAL,US,36,100
555,2016,31,VAL,other,9,100
556,2016,32,BCN,Europe,17,731
557,2016,32,BCN,Italy,17,731
558,2016,32,BCN,Japan,89,731
559,2016,32,BCN,Latin America,8,731
560,2016,32,BCN,Mexico,63,731
561,2016,32,BCN,Thailand,24,731
562,2016,32,BCN,US,255,731
563,2016,32,BCN,other,117,731
564,2016,32,MAD,Asia,4,359
565,2016,32,MAD,Europe,17,359
566,2016,32,MAD,Italy,31,359
567,2016,32,MAD,Japan,33,359
568,2016,32,MAD,Mexico,18,359
569,2016,32,MAD,US,96,359
570,2016,32,MAD,other,114,359
571,2016,32,VAL,Asia,7,94
572,2016,32,VAL,Europe,14,94
573,2016,32,VAL,Italy,5,94
574,2016,32,VAL,Japan,2,94
575,2016,32,VAL,Mexico,5,94
576,2016,32,VAL,Middle East,4,94
577,2016,32,VAL,US,32,94
578,2016,32,VAL,other,11,94
579,2016,33,BCN,Europe,17,865
580,2016,33,BCN,India,3,865
581,2016,33,BCN,Italy,48,865
582,2016,33,BCN,Japan,115,865
583,2016,33,BCN,Latin America,13,865
584,2016,33,BCN,Mexico,103,865
585,2016,33,BCN,Thailand,27,865
586,2016,33,BCN,US,265,865
587,2016,33,BCN,other,113,865
588,2016,33,MAD,Asia,4,381
589,2016,33,MAD,Europe,16,381
590,2016,33,MAD,Italy,48,381
591,2016,33,MAD,Japan,38,381
592,2016,33,MAD,Mexico,26,381
593,2016,33,MAD,Middle East,3,381
594,2016,33,MAD,US,97,381
595,2016,33,MAD,other,115,381
596,2016,33,VAL,Asia,5,107
597,2016,33,VAL,Europe,11,107
598,2016,33,VAL,Italy,7,107
599,2016,33,VAL,Japan,4,107
600,2016,33,VAL,Mexico,5,107
601,2016,33,VAL,Middle East,3,107
602,2016,33,VAL,US,40,107
603,2016,33,VAL,other,10,107
604,2016,34,BCN,Europe,7,786
605,2016,34,BCN,India,12,786
606,2016,34,BCN,Italy,58,786
607,2016,34,BCN,Japan,105,786
608,2016,34,BCN,Latin America,8,786
609,2016,34,BCN,Mexico,89,786
610,2016,34,BCN,Thailand,32,786
611,2016,34,BCN,US,251,786
612,2016,34,BCN,other,108,786
613,2016,34,MAD,Asia,20,539
614,2016,34,MAD,Europe,18,539
615,2016,34,MAD,India,7,539
616,2016,34,MAD,Italy,42,539
617,2016,34,MAD,Japan,48,539
618,2016,34,MAD,Mexico,24,539
619,2016,34,MAD,US,139,539
620,2016,34,MAD,other,186,539
621,2016,34,VAL,Asia,1,106
622,2016,34,VAL,Europe,6,106
623,2016,34,VAL,Italy,6,106
624,2016,34,VAL,Japan,6,106
625,2016,34,VAL,Mexico,6,106
626,2016,34,VAL,Middle East,1,106
627,2016,34,VAL,US,44,106
628,2016,34,VAL,other,13,106
629,2016,35,BCN,Europe,17,969
630,2016,35,BCN,India,14,969
631,2016,35,BCN,Italy,72,969
632,2016,35,BCN,Japan,104,969
633,2016,35,BCN,Latin America,9,969
634,2016,35,BCN,Mexico,81,969
635,2016,35,BCN,Thailand,24,969
636,2016,35,BCN,US,310,969
637,2016,35,BCN,other,164,969
638,2016,35,MAD,Asia,18,745
639,2016,35,MAD,Europe,26,745
640,2016,35,MAD,India,12,745
641,2016,35,MAD,Italy,36,745
642,2016,35,MAD,Japan,73,745
643,2016,35,MAD,Mexico,60,745
644,2016,35,MAD,US,227,745
645,2016,35,MAD,other,236,745
646,2016,35,VAL,Asia,5,116
647,2016,35,VAL,Europe,9,116
648,2016,35,VAL,Italy,7,116
649,2016,35,VAL,Japan,10,116
650,2016,35,VAL,Mexico,6,116
651,2016,35,VAL,US,44,116
652,2016,35,VAL,other,15,116
653,2016,35,ZAR,Europe,1,11
654,2016,35,ZAR,Mexico,1,11
655,2016,35,ZAR,US,7,11
656,2016,36,BCN,China,3,1170
657,2016,36,BCN,Europe,31,1170
658,2016,36,BCN,India,9,1170
659,2016,36,BCN,Italy,80,1170
660,2016,36,BCN,Japan,116,1170
661,2016,36,BCN,Latin America,11,1170
662,2016,36,BCN,Mexico,107,1170
663,2016,36,BCN,Middle East,29,1170
664,2016,36,BCN,Thailand,52,1170
665,2016,36,BCN,US,351,1170
666,2016,36,BCN,other,196,1170
667,2016,36,MAD,Asia,8,831
668,2016,36,MAD,Europe,24,831
669,2016,36,MAD,India,8,831
670,2016,36,MAD,Italy,33,831
671,2016,36,MAD,Japan,65,831
672,2016,36,MAD,Mexico,74,831
673,2016,36,MAD,Thailand,27,831
674,2016,36,MAD,US,242,831
675,2016,36,MAD,other,276,831
676,2016,36,MAL,US,2,10
677,2016,36,MAL,other,5,10
678,2016,36,SEV,Italy,1,4
679,2016,36,SEV,US,1,4
680,2016,36,SEV,other,1,4
681,2016,36,VAL,Asia,7,157
682,2016,36,VAL,Europe,24,157
683,2016,36,VAL,Italy,12,157
684,2016,36,VAL,Japan,7,157
685,2016,36,VAL,Latin America,2,157
686,2016,36,VAL,Mexico,15,157
687,2016,36,VAL,US,53,157
688,2016,36,VAL,other,14,157
689,2016,36,ZAR,Italy,1,24
690,2016,36,ZAR,Japan,1,24
691,2016,36,ZAR,Mexico,6,24
692,2016,36,ZAR,US,15,24
693,2016,36,ZAR,other,1,24
694,2016,37,BCN,China,5,1251
695,2016,37,BCN,Europe,32,1251
696,2016,37,BCN,India,16,1251
697,2016,37,BCN,Italy,71,1251
698,2016,37,BCN,Japan,170,1251
699,2016,37,BCN,Latin America,14,1251
700,2016,37,BCN,Mexico,108,1251
701,2016,37,BCN,Middle East,31,1251
702,2016,37,BCN,Thailand,57,1251
703,2016,37,BCN,US,330,1251
704,2016,37,BCN,other,222,1251
705,2016,37,MAD,Asia,11,1110
706,2016,37,MAD,Europe,22,1110
707,2016,37,MAD,India,11,1110
708,2016,37,MAD,Italy,46,1110
709,2016,37,MAD,Japan,91,1110
710,2016,37,MAD,Mexico,188,1110
711,2016,37,MAD,Thailand,32,1110
712,2016,37,MAD,US,317,1110
713,2016,37,MAD,other,295,1110
714,2016,37,MAL,Japan,1,10
715,2016,37,MAL,Mexico,1,10
716,2016,37,MAL,US,1,10
717,2016,37,MAL,other,5,10
718,2016,37,SEV,Italy,2,6
719,2016,37,SEV,Japan,1,6
720,2016,37,SEV,US,2,6
721,2016,37,VAL,Asia,14,168
722,2016,37,VAL,Europe,15,168
723,2016,37,VAL,Italy,9,168
724,2016,37,VAL,Japan,10,168
725,2016,37,VAL,Mexico,14,168
726,2016,37,VAL,Middle East,2,168
727,2016,37,VAL,US,48,168
728,2016,37,VAL,other,28,168
729,2016,37,ZAR,Europe,3,25
730,2016,37,ZAR,Italy,5,25
731,2016,37,ZAR,Mexico,6,25
732,2016,37,ZAR,US,8,25
733,2016,38,BCN,China,5,1446
734,2016,38,BCN,Europe,40,1446
735,2016,38,BCN,India,13,1446
736,2016,38,BCN,Italy,60,1446
737,2016,38,BCN,Japan,149,1446
738,2016,38,BCN,Latin America,3,1446
739,2016,38,BCN,Mexico,123,1446
740,2016,38,BCN,Middle East,49,1446
741,2016,38,BCN,Thailand,65,1446
742,2016,38,BCN,US,411,1446
743,2016,38,BCN,other,290,1446
744,2016,38,MAD,Asia,45,1198
